# {'date': u'2021_apr_27_1130', 'frameRate': 99.783832205235811, 'expName': u'FTRNGT_sleep', u'session': u'day1', u'participant': u'15'}
subj,trial,time,stimulus,response
15,1,0.0101633577,stimulus,
15,1,0.5067428849,tap,rctrl
15,2,0.7602071668,stimulus,
15,2,1.0667147650,tap,rctrl
15,3,1.5102572676,stimulus,
15,3,1.5947163173,tap,rctrl
15,4,2.2602916963,stimulus,
15,4,2.3386968091,tap,rctrl
15,5,3.0103414031,stimulus,
15,5,3.1066418491,tap,rctrl
15,5,3.7386446052,tap,lctrl
15,6,3.7603676064,stimulus,
15,7,4.5104648133,stimulus,
15,7,4.6266483684,tap,rctrl
15,8,5.2605077112,stimulus,
15,8,5.4026088330,tap,rctrl
15,9,6.0105553398,stimulus,
15,9,6.0905929548,tap,lctrl
15,10,6.7606175486,stimulus,
15,10,6.8345671699,tap,lctrl
15,11,7.5106890115,stimulus,
15,11,7.6025884255,tap,rctrl
15,12,8.2607278072,stimulus,
15,12,8.3705444699,tap,rctrl
15,13,9.0107921754,stimulus,
15,13,9.1225791015,tap,lctrl
15,14,9.7608553527,stimulus,
15,14,9.8585682255,tap,rctrl
15,15,10.5108926867,stimulus,
15,15,10.6265427810,tap,rctrl
15,15,11.2265053696,tap,lctrl
15,16,11.2609072841,stimulus,
15,16,11.9945016692,tap,lctrl
15,17,12.0109588766,stimulus,
15,18,12.7610238884,stimulus,
15,18,12.7944714964,tap,lctrl
15,18,13.4425012159,tap,lctrl
15,19,13.5110443745,stimulus,
15,19,14.1064394130,tap,rctrl
15,20,14.2610839461,stimulus,
15,21,15.0111616224,stimulus,
15,21,15.1384681740,tap,rctrl
15,22,15.7611956963,stimulus,
15,22,15.9305202025,tap,rctrl
15,23,16.5112643773,stimulus,
15,23,16.5704181080,tap,lctrl
15,24,17.2613391694,stimulus,
15,24,17.2714645066,tap,rctrl
15,25,18.0113861995,stimulus,
15,25,18.1223822215,tap,lctrl
15,26,18.7614450250,stimulus,
15,26,18.9783580607,tap,lctrl
15,27,19.5114935588,stimulus,
15,27,19.6663310819,tap,lctrl
15,28,20.2615846215,stimulus,
15,28,20.3703389610,tap,lctrl
15,29,21.0116299734,stimulus,
15,29,21.0343176990,tap,rctrl
15,30,21.7616651510,stimulus,
15,30,21.7942972297,tap,rctrl
15,31,22.5117114804,stimulus,
15,31,22.5783261316,tap,lctrl
15,31,23.2583220075,tap,rctrl
15,32,23.2685008597,stimulus,
15,33,24.0185692309,stimulus,
15,33,24.1302877759,tap,rctrl
15,34,24.7686365555,stimulus,
15,34,24.8022727054,tap,lctrl
15,35,25.5186766895,stimulus,
15,35,25.6342729198,tap,lctrl
15,36,26.2687117949,stimulus,
15,36,26.4582294394,tap,lctrl
15,37,27.0187375531,stimulus,
15,37,27.2021984696,tap,rctrl
15,38,27.7687904809,stimulus,
15,38,27.8982461747,tap,rctrl
15,39,28.5188522296,stimulus,
15,39,28.6021811495,tap,rctrl
15,39,29.2341701044,tap,lctrl
15,40,29.2688791277,stimulus,
15,40,29.9781446263,tap,rctrl
15,41,30.0189405576,stimulus,
15,41,30.7221654664,tap,lctrl
15,42,30.7689818224,stimulus,
15,42,31.5061694092,tap,rctrl
15,43,31.5190393907,stimulus,
15,43,32.2661401640,tap,lctrl
15,44,32.2763086646,stimulus,
15,45,33.0263990024,stimulus,
15,45,33.1861137016,tap,rctrl
15,46,33.7764290853,stimulus,
15,46,33.9220494851,tap,rctrl
15,47,34.5264919589,stimulus,
15,47,34.7060572654,tap,rctrl
15,48,35.2765395905,stimulus,
15,48,35.4100631296,tap,rctrl
15,49,36.0265861153,stimulus,
15,49,36.1780457451,tap,rctrl
15,50,36.7766564203,stimulus,
15,50,36.9140157296,tap,rctrl
15,51,37.5266989633,stimulus,
15,51,37.5539862086,tap,lctrl
15,52,38.2767315184,stimulus,
15,52,38.3059917999,tap,lctrl
15,53,39.0267868101,stimulus,
15,53,39.1059777833,tap,lctrl
15,54,39.7768248478,stimulus,
15,54,39.8179531568,tap,lctrl
15,54,40.4739350896,tap,rctrl
15,55,40.5268636795,stimulus,
15,55,41.2419493618,tap,rctrl
15,56,41.2769686878,stimulus,
15,56,42.0099230180,tap,lctrl
15,57,42.0269822267,stimulus,
15,58,42.7770486941,stimulus,
15,58,42.8099258403,tap,lctrl
15,59,43.5270935438,stimulus,
15,59,43.5619029899,tap,lctrl
15,60,44.2771407333,stimulus,
15,60,44.3378735655,tap,lctrl
15,61,45.0271789786,stimulus,
15,61,45.1458721134,tap,lctrl
15,62,45.7772805884,stimulus,
15,62,45.9138805751,tap,lctrl
15,63,46.5273253750,stimulus,
15,63,46.5938787668,tap,lctrl
15,64,47.2773650428,stimulus,
15,64,47.4018388700,tap,lctrl
15,65,48.0274156999,stimulus,
15,65,48.1378349985,tap,rctrl
15,66,48.7774482791,stimulus,
15,66,48.8418139397,tap,rctrl
15,67,49.5275264607,stimulus,
15,67,49.5697835160,tap,lctrl
15,68,50.2775732923,stimulus,
15,68,50.3217796729,tap,rctrl
15,69,51.0276185630,stimulus,
15,69,51.0577667248,tap,lctrl
15,69,51.5617464785,tap,rctrl
15,70,51.7776510881,stimulus,
15,71,52.5277081541,stimulus,
15,71,52.7457273590,tap,rctrl
15,72,53.2777688111,stimulus,
15,72,53.4817082817,tap,rctrl
15,73,54.0278115917,stimulus,
15,73,54.2497054113,tap,rctrl
15,74,54.7778545948,stimulus,
15,74,55.0016662363,tap,rctrl
15,75,55.5279419943,stimulus,
15,75,55.7136578321,tap,rctrl
15,75,56.2736357271,tap,lctrl
15,76,56.2838112381,stimulus,
15,77,57.0338756304,stimulus,
15,77,57.1216616688,tap,rctrl
15,78,57.7839271657,stimulus,
15,78,57.8016280353,tap,lctrl
15,79,64.8279077898,probe1,3
15,79,73.6069282127,probe2,1
15,79,82.7960888981,probe3,2
15,80,83.5698684223,stimulus,
15,80,83.9051565999,tap,rctrl
15,81,84.3198754439,stimulus,
15,81,84.5851286265,tap,rctrl
15,82,85.0699287176,stimulus,
15,82,85.1690953131,tap,lctrl
15,83,85.8200035248,stimulus,
15,83,85.9050763591,tap,rctrl
15,84,86.5700715170,stimulus,
15,84,86.7130767324,tap,rctrl
15,85,87.3200979248,stimulus,
15,85,87.4570765863,tap,lctrl
15,86,88.0701784643,stimulus,
15,86,88.1851044025,tap,lctrl
15,87,88.8202288658,stimulus,
15,87,88.8730181493,tap,lctrl
15,88,89.5703062564,stimulus,
15,88,89.5804292628,tap,lctrl
15,89,90.3203284026,stimulus,
15,89,90.3849752446,tap,lctrl
15,90,91.0704004159,stimulus,
15,90,91.1210043862,tap,rctrl
15,91,91.8204504204,stimulus,
15,91,91.9609866120,tap,lctrl
15,92,92.5705059196,stimulus,
15,92,92.7369608207,tap,rctrl
15,93,93.3205507242,stimulus,
15,93,93.4489610570,tap,rctrl
15,94,94.0705980731,stimulus,
15,94,94.1529330930,tap,lctrl
15,95,94.8206887116,stimulus,
15,95,94.9529465438,tap,rctrl
15,96,95.5707517776,stimulus,
15,96,95.7288778628,tap,rctrl
15,97,96.3208026663,stimulus,
15,97,96.5208928211,tap,rctrl
15,98,97.0708350290,stimulus,
15,98,97.1928945324,tap,rctrl
15,98,97.8168625079,tap,lctrl
15,99,97.8270272942,stimulus,
15,100,98.5770867963,stimulus,
15,100,98.6008355067,tap,lctrl
15,101,99.3271439346,stimulus,
15,101,99.3608137141,tap,rctrl
15,102,100.0772017164,stimulus,
15,102,100.1528530902,tap,rctrl
15,103,100.8272643884,stimulus,
15,103,101.0328588903,tap,rctrl
15,104,101.5772968864,stimulus,
15,104,101.7128047669,tap,lctrl
15,105,102.3273255919,stimulus,
15,105,102.4808010423,tap,rctrl
15,106,103.0774112712,stimulus,
15,106,103.2808257109,tap,rctrl
15,107,103.8274509420,stimulus,
15,107,103.9367408987,tap,rctrl
15,108,104.5774829197,stimulus,
15,108,104.6807142688,tap,lctrl
15,109,105.3275313964,stimulus,
15,109,105.4647369211,tap,lctrl
15,110,106.0775875392,stimulus,
15,110,106.2087501313,tap,rctrl
15,111,106.8276144011,stimulus,
15,111,106.9047225411,tap,lctrl
15,112,107.5776664838,stimulus,
15,112,107.7446723913,tap,lctrl
15,113,108.3277324490,stimulus,
15,113,108.4406904246,tap,rctrl
15,114,109.0777851362,stimulus,
15,114,109.2086435066,tap,rctrl
15,115,109.8278117575,stimulus,
15,115,109.8806535546,tap,lctrl
15,116,110.5778781498,stimulus,
15,116,110.7366542687,tap,rctrl
15,117,111.3279398053,stimulus,
15,117,111.4805938708,tap,rctrl
15,118,112.0779994217,stimulus,
15,118,112.2405916298,tap,rctrl
15,119,112.8280310475,stimulus,
15,119,113.1846258798,tap,lctrl
15,120,113.5781020352,stimulus,
15,120,113.6725576177,tap,rctrl
15,121,114.3281685297,stimulus,
15,121,114.4085432050,tap,rctrl
15,122,115.0782061013,stimulus,
15,122,115.0965390470,tap,lctrl
15,123,115.8282467105,stimulus,
15,123,115.8724967145,tap,lctrl
15,124,116.5783039450,stimulus,
15,124,116.6325074298,tap,rctrl
15,125,117.3283376850,stimulus,
15,125,117.3524898068,tap,lctrl
15,126,118.0783764656,stimulus,
15,126,118.1364640688,tap,rctrl
15,127,118.8284399196,stimulus,
15,127,118.8964359995,tap,lctrl
15,128,119.5784815904,stimulus,
15,128,119.6884778538,tap,rctrl
15,129,120.3285530202,stimulus,
15,129,120.5124086955,tap,rctrl
15,130,121.0785911271,stimulus,
15,130,121.3124395956,tap,rctrl
15,131,121.8286696004,stimulus,
15,131,121.9684105090,tap,rctrl
15,132,122.5787016623,stimulus,
15,132,122.6964185540,tap,lctrl
15,133,123.3287381000,stimulus,
15,133,123.4883716756,tap,lctrl
15,134,124.0788087028,stimulus,
15,134,124.1523546932,tap,rctrl
15,135,124.8288515044,stimulus,
15,135,124.9283649916,tap,rctrl
15,136,125.5789314363,stimulus,
15,136,125.6963393696,tap,rctrl
15,137,126.3289719522,stimulus,
15,137,126.3843155246,tap,lctrl
15,138,127.0790220410,stimulus,
15,138,127.1763181373,tap,rctrl
15,139,127.8290705357,stimulus,
15,139,127.9122703686,tap,rctrl
15,140,128.5791097313,stimulus,
15,140,128.6642953070,tap,lctrl
15,141,129.3291611494,stimulus,
15,141,129.3762690144,tap,lctrl
15,142,130.0792368979,stimulus,
15,142,130.1602691978,tap,rctrl
15,143,130.8292772424,stimulus,
15,143,130.8882554837,tap,lctrl
15,144,131.5793400979,stimulus,
15,144,131.6962323957,tap,rctrl
15,145,132.3293920302,stimulus,
15,145,132.5042241647,tap,rctrl
15,146,133.0794397129,stimulus,
15,146,133.3282154477,tap,rctrl
15,147,133.8294776424,stimulus,
15,147,133.9441969728,tap,rctrl
15,148,134.5795115148,stimulus,
15,148,134.6961953311,tap,rctrl
15,149,135.3295658831,stimulus,
15,149,135.4161553776,tap,lctrl
15,150,136.0796289040,stimulus,
15,150,136.2081602488,tap,rctrl
15,151,136.8296718470,stimulus,
15,151,136.9681330668,tap,lctrl
15,152,137.5797362363,stimulus,
15,152,137.7761059368,tap,lctrl
15,153,138.3297915971,stimulus,
15,153,138.4641193634,tap,lctrl
15,154,139.0798371686,stimulus,
15,154,139.1440923524,tap,lctrl
15,155,139.8298809957,stimulus,
15,155,139.9200579327,tap,lctrl
15,156,140.5799361009,stimulus,
15,156,140.7200418319,tap,lctrl
15,157,141.3299711643,stimulus,
15,157,141.5200153944,tap,lctrl
15,158,142.0800360137,stimulus,
15,158,142.2560233844,tap,lctrl
15,159,142.8301062044,stimulus,
15,159,143.0000113468,tap,lctrl
15,160,143.5807079552,stimulus,
15,160,143.6400068691,tap,rctrl
15,161,144.3302564083,stimulus,
15,161,144.4480242588,tap,rctrl
15,162,145.0802704012,stimulus,
15,162,145.1520175186,tap,lctrl
15,163,145.8303268959,stimulus,
15,163,145.9439790490,tap,rctrl
15,164,146.5803746749,stimulus,
15,164,146.7199319046,tap,rctrl
15,165,147.3304317951,stimulus,
15,165,147.4479361963,tap,rctrl
15,166,148.0805423913,stimulus,
15,166,148.1519445597,tap,rctrl
15,167,148.8305102796,stimulus,
15,167,148.8478803715,tap,lctrl
15,168,149.5805515263,stimulus,
15,168,149.5918622888,tap,rctrl
15,169,150.3305858618,stimulus,
15,169,150.4318794074,tap,rctrl
15,170,151.0806577608,stimulus,
15,170,151.1358972593,tap,rctrl
15,170,151.7598472591,tap,lctrl
15,171,156.8757928547,probe1,2
15,171,161.7369622845,probe2,0
15,171,167.4086603167,probe3,1
15,172,168.1824141210,stimulus,
15,172,168.6555459745,tap,rctrl
15,173,168.9324336838,stimulus,
15,173,169.1515196358,tap,rctrl
15,174,169.6824891318,stimulus,
15,174,169.7675441318,tap,rctrl
15,175,170.4325376597,stimulus,
15,175,170.5034578734,tap,rctrl
15,176,171.1825872552,stimulus,
15,176,171.1994484243,tap,lctrl
15,177,171.9326660022,stimulus,
15,177,171.9427954385,tap,rctrl
15,178,172.6826992670,stimulus,
15,178,172.7594719978,tap,rctrl
15,179,173.4327577887,stimulus,
15,179,173.4953948130,tap,lctrl
15,180,174.1827983377,stimulus,
15,180,174.2714178331,tap,lctrl
15,180,174.9194520277,tap,rctrl
15,181,174.9328640834,stimulus,
15,182,175.6828870236,stimulus,
15,182,175.7753771126,tap,lctrl
15,183,176.4329574760,stimulus,
15,183,176.5273899971,tap,lctrl
15,184,177.1830149210,stimulus,
15,184,177.2473738298,tap,lctrl
15,185,177.9330516204,stimulus,
15,185,178.0153410018,tap,lctrl
15,186,178.6831150112,stimulus,
15,186,178.7273299902,tap,lctrl
15,187,179.4331682728,stimulus,
15,187,179.5033284632,tap,rctrl
15,188,180.1832484063,stimulus,
15,188,180.2793038328,tap,lctrl
15,189,180.9332781885,stimulus,
15,189,181.0713060064,tap,lctrl
15,190,181.6833534678,stimulus,
15,190,181.7512692872,tap,lctrl
15,191,182.4334010904,stimulus,
15,191,182.4632192685,tap,rctrl
15,192,183.1834284366,stimulus,
15,192,183.2552989207,tap,rctrl
15,193,183.9334720472,stimulus,
15,193,183.9991987008,tap,lctrl
15,194,184.6835498950,stimulus,
15,194,184.8552239168,tap,rctrl
15,195,185.4335766637,stimulus,
15,195,185.5191906699,tap,rctrl
15,196,186.1836408214,stimulus,
15,196,186.2951691643,tap,rctrl
15,197,186.9336732773,stimulus,
15,197,187.0151727381,tap,lctrl
15,198,187.6837310832,stimulus,
15,198,187.7514092033,tap,rctrl
15,199,188.4337582820,stimulus,
15,199,188.5271218455,tap,rctrl
15,200,189.1837877935,stimulus,
15,200,189.2951233870,tap,lctrl
15,201,189.9338718968,stimulus,
15,201,189.9991003222,tap,rctrl
15,202,190.6839267343,stimulus,
15,202,190.7990643420,tap,rctrl
15,203,191.4339553557,stimulus,
15,203,191.5510919120,tap,rctrl
15,204,192.1840244968,stimulus,
15,204,192.2310736016,tap,lctrl
15,205,192.9340919898,stimulus,
15,205,192.9750685504,tap,lctrl
15,206,193.6841479010,stimulus,
15,206,193.7190441189,tap,rctrl
15,207,194.4341664473,stimulus,
15,207,194.5270398908,tap,lctrl
15,208,195.1841988099,stimulus,
15,208,195.2470251430,tap,rctrl
15,209,195.9342725224,stimulus,
15,209,196.0310109116,tap,lctrl
15,210,196.6842870266,stimulus,
15,210,196.8389782448,tap,rctrl
15,211,197.4343719389,stimulus,
15,211,197.5349773189,tap,rctrl
15,212,198.1844201540,stimulus,
15,212,198.3029423556,tap,rctrl
15,213,198.9344800892,stimulus,
15,213,198.9829392841,tap,rctrl
15,214,199.6845524032,stimulus,
15,214,199.8069083148,tap,lctrl
15,215,200.4345986784,stimulus,
15,215,200.5669160075,tap,rctrl
15,216,201.1846311343,stimulus,
15,216,201.2389055746,tap,lctrl
15,217,201.9346957882,stimulus,
15,217,202.0228723660,tap,lctrl
15,218,202.6847370350,stimulus,
15,218,202.7028789365,tap,rctrl
15,218,203.4308316138,tap,rctrl
15,219,203.4409995429,stimulus,
15,220,204.1910828402,stimulus,
15,220,204.2012064420,tap,lctrl
15,221,204.9411506430,stimulus,
15,221,204.9668152144,tap,rctrl
15,222,205.6911897664,stimulus,
15,222,205.8068010642,tap,rctrl
15,223,206.4412747539,stimulus,
15,223,206.4628144282,tap,lctrl
15,224,207.1913150052,stimulus,
15,224,207.2708163323,tap,lctrl
15,225,207.9413496776,stimulus,
15,225,208.0307666393,tap,rctrl
15,226,208.6914183736,stimulus,
15,226,208.7987380219,tap,lctrl
15,227,209.4414483753,stimulus,
15,227,209.5107800832,tap,lctrl
15,228,210.1915054805,stimulus,
15,228,210.2947161622,tap,lctrl
15,229,210.9415539151,stimulus,
15,229,211.0387389842,tap,rctrl
15,230,211.6916338049,stimulus,
15,230,211.8627125833,tap,rctrl
15,231,212.4416703841,stimulus,
15,231,212.5426799212,tap,lctrl
15,232,213.1917485596,stimulus,
15,232,213.2866711166,tap,lctrl
15,233,213.9418127204,stimulus,
15,233,214.0306481708,tap,lctrl
15,234,214.6918935305,stimulus,
15,234,214.7986639949,tap,rctrl
15,235,215.4419416523,stimulus,
15,235,215.5986391634,tap,rctrl
15,236,216.1920026221,stimulus,
15,236,216.3026303120,tap,lctrl
15,237,216.9420333487,stimulus,
15,237,217.0385529046,tap,rctrl
15,238,217.6920769262,stimulus,
15,238,217.7665888410,tap,lctrl
15,239,218.4421063746,stimulus,
15,239,218.5825936314,tap,rctrl
15,240,219.1921751097,stimulus,
15,240,219.3025733739,tap,rctrl
15,241,219.9422347351,stimulus,
15,241,220.0625479964,tap,rctrl
15,242,220.6923023604,stimulus,
15,242,220.7665041619,tap,lctrl
15,243,221.4423538506,stimulus,
15,243,221.5825385610,tap,lctrl
15,244,222.1924037619,stimulus,
15,244,222.2865192706,tap,rctrl
15,244,222.9264970759,tap,lctrl
15,245,222.9424338148,stimulus,
15,246,223.6925179151,stimulus,
15,246,223.7026527439,tap,lctrl
15,247,224.4425841330,stimulus,
15,247,224.4624452063,tap,rctrl
15,248,225.1926521643,stimulus,
15,248,225.2864574605,tap,rctrl
15,249,225.9426864006,stimulus,
15,249,225.9823922257,tap,lctrl
15,250,226.6927275752,stimulus,
15,250,226.7904078800,tap,lctrl
15,251,227.4427908818,stimulus,
15,251,227.5424054203,tap,rctrl
15,252,228.1928258158,stimulus,
15,252,228.3104068416,tap,lctrl
15,253,228.9428856337,stimulus,
15,253,229.0623861235,tap,rctrl
15,254,229.6929332864,stimulus,
15,254,229.7983917617,tap,rctrl
15,255,230.4429629874,stimulus,
15,255,230.5423340644,tap,rctrl
15,256,231.1930372081,stimulus,
15,256,231.2863305650,tap,rctrl
15,257,231.9430919644,stimulus,
15,257,231.9982899116,tap,rctrl
15,258,232.6931407539,stimulus,
15,258,232.7103068394,tap,lctrl
15,259,233.4431551439,stimulus,
15,259,233.4862866421,tap,rctrl
15,260,240.4864502219,probe1,2
15,260,244.9560349336,probe2,1
15,260,255.3482957839,probe3,2
15,261,256.1220535039,stimulus,
15,261,256.4778621659,tap,rctrl
15,262,256.8720801313,stimulus,
15,262,257.0858521759,tap,rctrl
15,263,257.6221272937,stimulus,
15,263,257.7418538408,tap,rctrl
15,264,258.3721710758,stimulus,
15,264,258.5098284834,tap,rctrl
15,265,259.1222227374,stimulus,
15,265,259.2217921187,tap,lctrl
15,266,259.8722496174,stimulus,
15,266,259.9817482993,tap,lctrl
15,267,260.6223010024,stimulus,
15,267,260.6697585079,tap,rctrl
15,268,261.3723487513,stimulus,
15,268,261.4457615794,tap,lctrl
15,269,262.1224029241,stimulus,
15,269,262.1325139728,tap,rctrl
15,270,262.8724750908,stimulus,
15,270,262.8937316198,tap,rctrl
15,271,263.6224975979,stimulus,
15,271,263.6856884135,tap,lctrl
15,272,264.3725496054,stimulus,
15,272,264.3976841536,tap,lctrl
15,273,265.1226226231,stimulus,
15,273,265.1576569896,tap,lctrl
15,274,265.8726850606,stimulus,
15,274,265.9736521231,tap,rctrl
15,275,266.6227218592,stimulus,
15,275,266.7496448278,tap,rctrl
15,276,267.3727569196,stimulus,
15,276,267.4936600680,tap,lctrl
15,277,268.1228066053,stimulus,
15,277,268.2056348099,tap,lctrl
15,277,268.8696593187,tap,rctrl
15,278,268.8798595812,stimulus,
15,279,269.6299089361,stimulus,
15,279,269.6695747767,tap,lctrl
15,280,270.3799463723,stimulus,
15,280,270.3900848732,tap,rctrl
15,281,271.1299912852,stimulus,
15,281,271.2059900770,tap,rctrl
15,282,271.8800646909,stimulus,
15,282,271.9975859851,tap,lctrl
15,283,272.6301226442,stimulus,
15,283,272.6455019347,tap,lctrl
15,284,273.3801911176,stimulus,
15,284,273.4215321667,tap,lctrl
15,285,274.1302300486,stimulus,
15,285,274.1655716502,tap,lctrl
15,286,274.8802642277,stimulus,
15,286,274.9574916925,tap,rctrl
15,287,275.6303069752,stimulus,
15,287,275.6854724266,tap,rctrl
15,288,276.3803568955,stimulus,
15,288,276.4614811491,tap,rctrl
15,289,277.1309730792,stimulus,
15,289,277.2535112922,tap,lctrl
15,290,277.8804652894,stimulus,
15,290,278.0134355635,tap,lctrl
15,291,278.6305269990,stimulus,
15,291,278.7254614776,tap,rctrl
15,292,279.3805600624,stimulus,
15,292,279.4614242171,tap,rctrl
15,293,280.1306068369,stimulus,
15,293,280.1974179456,tap,lctrl
15,294,280.8806433799,stimulus,
15,294,281.0213713134,tap,lctrl
15,295,281.6307083135,stimulus,
15,295,281.7093778860,tap,lctrl
15,296,282.3807581376,stimulus,
15,296,282.4533502786,tap,lctrl
15,297,283.1307835349,stimulus,
15,297,283.1973766284,tap,lctrl
15,297,283.8533523478,tap,rctrl
15,298,283.8808519151,stimulus,
15,299,284.6309042264,stimulus,
15,299,284.6613186253,tap,lctrl
15,300,285.3809668864,stimulus,
15,300,285.3973238966,tap,rctrl
15,301,286.1309997512,stimulus,
15,301,286.1812774190,tap,rctrl
15,302,286.8810363454,stimulus,
15,302,286.9412626488,tap,rctrl
15,303,287.6311280486,stimulus,
15,303,287.6852409993,tap,rctrl
15,304,288.3811800742,stimulus,
15,304,288.4532290402,tap,rctrl
15,305,289.1312060279,stimulus,
15,305,289.3572733155,tap,lctrl
15,306,289.8818265904,stimulus,
15,306,289.9812328610,tap,rctrl
15,307,290.6313036399,stimulus,
15,307,290.7411938415,tap,rctrl
15,308,291.3813574369,stimulus,
15,308,291.5092134159,tap,rctrl
15,309,292.1314417567,stimulus,
15,309,292.2051491976,tap,lctrl
15,310,292.8814573647,stimulus,
15,310,292.9571465034,tap,lctrl
15,311,293.6315329087,stimulus,
15,311,293.6691460059,tap,lctrl
15,311,294.3811601969,tap,rctrl
15,312,294.3913508956,stimulus,
15,313,295.1413977904,stimulus,
15,313,295.3011285075,tap,rctrl
15,314,295.8914451122,stimulus,
15,314,295.9411086976,tap,lctrl
15,315,296.6414951348,stimulus,
15,315,296.6690742740,tap,rctrl
15,316,297.3915391213,stimulus,
15,316,297.5010633126,tap,rctrl
15,317,298.1416191766,stimulus,
15,317,298.2450776355,tap,rctrl
15,318,298.8916502400,stimulus,
15,318,298.9410802314,tap,lctrl
15,319,299.6416920160,stimulus,
15,319,299.7170336855,tap,lctrl
15,320,300.3917503843,stimulus,
15,320,300.5410088755,tap,lctrl
15,320,301.1410308288,tap,rctrl
15,321,301.1512315425,stimulus,
15,322,301.9012881785,stimulus,
15,322,301.9169946347,tap,rctrl
15,323,302.6513287545,stimulus,
15,323,302.7649697920,tap,rctrl
15,324,303.4013707561,stimulus,
15,324,303.4769789064,tap,rctrl
15,325,304.1514079127,stimulus,
15,325,304.2291352206,tap,rctrl
15,326,304.9014878326,stimulus,
15,326,304.9969079080,tap,lctrl
15,327,305.6515526790,stimulus,
15,327,305.7248990028,tap,lctrl
15,328,306.4015924852,stimulus,
15,328,306.4608880878,tap,rctrl
15,329,307.1516198855,stimulus,
15,329,307.2608820501,tap,lctrl
15,330,307.9016752192,stimulus,
15,330,308.0528564405,tap,rctrl
15,331,308.6517237711,stimulus,
15,331,308.8368207207,tap,rctrl
15,332,309.4017651893,stimulus,
15,332,309.4288199954,tap,lctrl
15,333,310.1518205621,stimulus,
15,333,310.1888539104,tap,lctrl
15,334,310.9018470211,stimulus,
15,334,310.9887877561,tap,rctrl
15,335,311.6519011669,stimulus,
15,335,311.7007917037,tap,rctrl
15,336,312.4025361353,stimulus,
15,336,312.5328014698,tap,lctrl
15,337,313.1520250283,stimulus,
15,337,313.2767825420,tap,lctrl
15,338,313.9020767410,stimulus,
15,338,314.0447725228,tap,rctrl
15,339,314.6521294432,stimulus,
15,339,314.7967363072,tap,rctrl
15,340,315.4022078985,stimulus,
15,340,315.5647540650,tap,lctrl
15,341,316.1522556564,stimulus,
15,341,316.2047199546,tap,rctrl
15,342,325.3998283047,probe1,2
15,342,329.5588626101,probe2,1
15,342,336.5342274931,probe3,2
15,343,337.3070236916,stimulus,
15,343,337.3642907550,tap,rctrl
15,344,338.0570242893,stimulus,
15,344,338.1723258888,tap,rctrl
15,344,338.7962858704,tap,lctrl
15,345,338.8070699149,stimulus,
15,346,339.5571380034,stimulus,
15,346,339.5672680803,tap,lctrl
15,347,340.3072035084,stimulus,
15,347,340.3642623369,tap,rctrl
15,347,341.0522247808,tap,lctrl
15,348,341.0623892242,stimulus,
15,348,341.8122355712,tap,rctrl
15,349,341.8224212775,stimulus,
15,350,342.5724799285,stimulus,
15,350,342.5961895146,tap,lctrl
15,350,343.2922106306,tap,lctrl
15,351,343.3225150129,stimulus,
15,352,344.0725906351,stimulus,
15,352,344.1082158060,tap,lctrl
15,352,344.7721500604,tap,lctrl
15,353,344.8226318939,stimulus,
15,353,345.5481590987,tap,lctrl
15,354,345.5726756007,stimulus,
15,355,346.3227229527,stimulus,
15,355,346.3801314187,tap,rctrl
15,356,347.0728003764,stimulus,
15,356,347.1881332477,tap,rctrl
15,356,347.8121263988,tap,lctrl
15,357,347.8228065078,stimulus,
15,358,348.5728659979,stimulus,
15,358,348.5960813858,tap,rctrl
15,359,349.3234982415,stimulus,
15,359,349.4201102744,tap,rctrl
15,360,350.0729715918,stimulus,
15,360,350.0831070311,tap,lctrl
15,361,350.8230316984,stimulus,
15,361,350.8520574386,tap,lctrl
15,361,351.5560512728,tap,rctrl
15,362,351.5730814864,stimulus,
15,362,352.2440342397,tap,lctrl
15,363,352.3231287992,stimulus,
15,363,353.0600309221,tap,lctrl
15,364,353.0731848457,stimulus,
15,365,353.8232503267,stimulus,
15,365,353.8759878274,tap,rctrl
15,366,354.5733127642,stimulus,
15,366,354.7079685534,tap,rctrl
15,367,355.3233525643,stimulus,
15,367,355.5399540582,tap,rctrl
15,368,356.0734269715,stimulus,
15,368,356.2519638943,tap,rctrl
15,369,356.8234710753,stimulus,
15,369,356.9559167186,tap,lctrl
15,370,357.5735241685,stimulus,
15,370,357.6999264972,tap,rctrl
15,371,358.3235674664,stimulus,
15,371,358.3959003626,tap,lctrl
15,372,359.0736349864,stimulus,
15,372,359.1479450933,tap,lctrl
15,373,359.8236738152,stimulus,
15,373,359.9078972619,tap,rctrl
15,374,360.5737329173,stimulus,
15,374,360.6038814460,tap,lctrl
15,375,361.3239204027,stimulus,
15,375,361.3958735475,tap,rctrl
15,376,362.0738454675,stimulus,
15,376,362.1798872947,tap,rctrl
15,377,362.8238935593,stimulus,
15,377,362.8358305543,tap,rctrl
15,377,363.5478281079,tap,rctrl
15,378,363.5739563907,stimulus,
15,379,364.3240133124,stimulus,
15,379,364.4438222042,tap,rctrl
15,380,365.0740643876,stimulus,
15,380,365.0997472625,tap,rctrl
15,381,365.8241096613,stimulus,
15,381,365.8997788273,tap,rctrl
15,382,366.5741601951,stimulus,
15,382,366.6837675162,tap,lctrl
15,383,367.3242079651,stimulus,
15,383,367.4117524277,tap,rctrl
15,384,368.0742754521,stimulus,
15,384,368.1957251468,tap,lctrl
